payment_type,datetime,transaction_id,transaction_success,failure_reason
Wallet,2021-03-08 15:18:37,172856,N,Authentication error
Electronic,2021-06-14 17:42:36,398444,N,Gateway error
Electronic,2021-05-16 18:55:12,836516,N,Authentication error
Card,2021-03-23 14:45:52,573168,Y,
Electronic,2021-11-10 14:56:36,537351,Y,
Wallet,2021-05-08 17:44:46,61120,N,Authentication error
Card,2021-11-20 20:32:03,378095,N,CVV
Wallet,2021-01-03 11:34:12,262811,N,Authentication error
Electronic,2021-06-28 11:46:55,627462,Y,
Wallet,2021-11-17 10:35:08,105662,N,Authentication error
Wallet,2021-01-02 16:09:41,875394,N,Gateway error
Electronic,2021-11-05 20:57:00,55412,Y,
Electronic,2021-11-07 08:57:51,735759,Y,
Card,2021-06-08 19:09:09,608089,N,Gateway error
Electronic,2021-02-12 09:17:54,200234,N,Authentication error
Card,2021-12-29 15:58:27,821516,N,Gateway error
Wallet,2021-04-07 16:11:31,568410,Y,
Electronic,2021-06-22 13:43:09,975463,Y,
Wallet,2021-03-22 14:48:49,7693,N,Authentication error
Wallet,2021-06-30 11:51:30,516480,N,Authentication error
Electronic,2021-06-06 18:03:27,35522,N,Gateway error
Electronic,2021-10-23 15:18:32,283608,Y,
Wallet,2021-10-09 19:39:47,679064,Y,
Electronic,2021-04-22 10:10:09,633700,Y,
Electronic,2021-03-15 14:15:46,776174,Y,
Card,2021-02-12 18:18:22,469715,Y,
Wallet,2021-07-11 11:04:49,703915,N,Insifficient funds
Electronic,2021-11-26 20:29:31,78944,Y,
Electronic,2021-08-19 12:33:41,769102,N,Authentication error
Electronic,2021-03-23 17:29:20,518740,N,Authentication error
Card,2021-07-11 17:06:12,574757,N,Insufficient funds
Electronic,2021-12-03 10:11:56,614556,Y,
Wallet,2021-05-10 17:00:34,494766,Y,
Wallet,2021-09-09 10:14:00,650741,Y,
Electronic,2021-02-28 10:10:09,251339,Y,
Electronic,2021-05-09 08:56:42,26036,N,Gateway error
Electronic,2021-02-13 14:10:25,516240,Y,
Card,2021-02-14 09:25:21,797876,Y,
Electronic,2021-04-07 15:47:08,103063,Y,
Card,2021-08-13 16:56:34,704021,N,Declined by merchant
Card,2021-07-04 15:02:40,653680,N,Declined by merchant
Card,2021-12-02 14:59:20,602214,Y,
Electronic,2021-01-06 12:05:37,345026,Y,
Electronic,2021-04-08 11:10:49,527989,Y,
Electronic,2021-05-05 08:12:17,315761,Y,
Electronic,2021-10-12 13:52:04,704723,Y,
Card,2021-02-18 18:42:23,378069,N,Declined by merchant
Card,2021-05-01 14:28:55,359679,Y,
Wallet,2021-04-01 17:42:36,985368,N,Gateway error
Wallet,2021-11-01 13:04:29,817951,N,Gateway error
Wallet,2021-02-28 13:07:03,962501,Y,
Wallet,2021-10-16 15:38:49,853504,Y,
Wallet,2021-02-07 16:55:38,601692,N,Authentication error
Electronic,2021-12-08 08:15:19,493718,Y,
Electronic,2021-09-20 20:21:26,525379,Y,
Card,2021-06-27 15:27:31,946554,N,CVV
Card,2021-03-02 11:01:53,354048,N,Gateway error
Card,2021-07-21 10:27:24,851925,N,Gateway error
Electronic,2021-06-18 15:36:47,808883,N,Authentication error
Card,2021-07-13 12:27:04,139488,Y,
Electronic,2021-09-09 20:39:36,267236,Y,
Card,2021-08-05 20:53:12,760490,Y,
Card,2021-06-14 12:22:50,157944,N,CVV
Electronic,2021-10-29 19:50:48,309186,Y,
Wallet,2021-05-03 18:59:13,142370,Y,
Card,2021-04-23 10:11:50,936006,N,Insufficient funds
Card,2021-01-26 14:42:11,811837,N,CVV
Electronic,2021-05-27 13:05:38,516780,N,Authentication error
Electronic,2021-03-28 14:39:38,705685,Y,
Wallet,2021-01-11 17:09:05,554999,Y,
Wallet,2021-03-08 19:19:42,834017,Y,
Card,2021-04-23 14:35:45,712028,N,Declined by merchant
Electronic,2021-06-04 20:34:20,436330,Y,
Electronic,2021-11-14 13:47:45,165078,Y,
Card,2021-08-08 19:24:07,326405,N,CVV
Card,2021-02-07 08:23:50,993016,N,CVV
Electronic,2021-08-02 10:05:29,312921,N,Authentication error
Wallet,2021-01-17 12:27:04,21930,N,Insifficient funds
Card,2021-03-23 12:01:52,250180,N,CVV
Electronic,2021-05-23 10:47:25,318748,N,Gateway error
Wallet,2021-10-07 12:18:55,462004,N,Authentication error
Wallet,2021-11-15 13:25:59,63122,Y,
Card,2021-01-22 15:10:19,947311,Y,
Electronic,2021-02-06 20:38:35,265468,N,Authentication error
Card,2021-11-03 10:13:58,894462,Y,
Wallet,2021-01-30 11:03:20,635848,N,Insifficient funds
Wallet,2021-02-06 18:34:38,673780,N,Insifficient funds
Electronic,2021-04-06 08:25:25,418682,Y,
Wallet,2021-01-04 15:37:40,412486,Y,
Electronic,2021-02-12 19:21:00,316278,N,Authentication error
Wallet,2021-02-05 13:23:11,805371,N,Gateway error
Electronic,2021-06-17 14:45:00,182765,Y,
Electronic,2021-03-30 11:04:55,778981,Y,
Wallet,2021-09-15 13:56:40,100386,N,Gateway error
Electronic,2021-09-05 14:10:16,792188,Y,
Wallet,2021-07-24 17:44:23,677785,Y,
Card,2021-10-04 13:03:40,136213,N,CVV
Electronic,2021-07-06 11:25:34,559380,Y,
Wallet,2021-04-07 16:19:10,255666,Y,
Card,2021-10-30 17:08:28,39057,Y,
Card,2021-02-10 09:19:20,759301,Y,
Wallet,2021-06-07 16:52:24,736820,N,Gateway error
Card,2021-05-27 09:44:37,17646,Y,
Electronic,2021-04-12 16:41:13,357192,N,Gateway error
Wallet,2021-04-01 14:45:39,595970,N,Insifficient funds
Electronic,2021-01-15 10:22:32,350992,N,Authentication error
Electronic,2021-10-18 08:28:44,519775,N,Authentication error
Wallet,2021-09-07 08:34:20,573590,Y,
Card,2021-11-30 19:56:40,268209,Y,
Card,2021-07-19 19:14:18,202103,Y,
Electronic,2021-08-05 13:27:36,367903,N,Gateway error
Wallet,2021-09-09 12:08:43,527749,N,Insifficient funds
Wallet,2021-05-04 18:13:01,768845,N,Insifficient funds
Electronic,2021-07-27 11:19:37,626696,Y,
Wallet,2021-11-12 10:44:50,135822,Y,
Wallet,2021-08-05 19:16:19,631909,N,Gateway error
Electronic,2021-10-18 08:16:14,352298,N,Gateway error
Electronic,2021-07-18 15:57:44,92875,N,Authentication error
Electronic,2021-03-03 15:04:05,287242,Y,
Wallet,2021-06-25 15:06:30,776839,N,Gateway error
Card,2021-11-17 09:38:01,985863,N,Gateway error
Electronic,2021-06-19 08:55:37,724885,N,Authentication error
Card,2021-04-25 08:33:24,545225,Y,
Card,2021-05-17 19:07:11,835522,Y,
Wallet,2021-12-29 19:55:17,991384,N,Insifficient funds
Card,2021-12-23 08:20:43,209939,N,CVV
Electronic,2021-01-03 14:11:30,175679,Y,
Electronic,2021-12-17 18:48:38,971963,N,Authentication error
Card,2021-02-21 12:12:21,537417,Y,
Electronic,2021-04-20 10:30:38,780498,Y,
Wallet,2021-06-08 13:20:33,3707,N,Authentication error
Wallet,2021-05-02 19:58:36,979515,N,Gateway error
Electronic,2021-07-24 11:33:12,416582,N,Authentication error
Electronic,2021-03-25 19:23:27,189777,N,Authentication error
Card,2021-03-29 09:55:31,26256,N,CVV
Wallet,2021-11-19 12:52:58,162734,N,Authentication error
Card,2021-12-21 19:20:16,490564,Y,
Card,2021-05-17 17:24:32,400042,Y,
Card,2021-07-01 10:32:24,969983,Y,
Electronic,2021-11-25 18:31:04,309410,Y,
Card,2021-11-24 10:29:47,259040,Y,
Electronic,2021-05-18 14:22:58,279315,N,Authentication error
Electronic,2021-11-28 14:25:05,531300,N,Authentication error
Card,2021-08-18 10:03:43,361644,N,Insufficient funds
Card,2021-06-27 19:24:55,911121,Y,
Electronic,2021-01-05 09:48:49,661084,N,Gateway error
Card,2021-03-03 13:16:06,324886,Y,
Wallet,2021-04-19 10:11:05,580712,Y,
Electronic,2021-08-07 17:38:29,203413,N,Gateway error
Wallet,2021-04-11 12:31:52,808305,N,Gateway error
Card,2021-03-28 13:59:35,32481,Y,
Wallet,2021-08-07 15:49:01,494939,N,Gateway error
Electronic,2021-10-10 10:46:38,373720,Y,
Wallet,2021-02-24 18:52:53,269164,Y,
Wallet,2021-12-17 17:55:32,194140,N,Authentication error
Wallet,2021-09-30 13:05:07,192555,N,Insifficient funds
Wallet,2021-04-28 20:22:51,714050,N,Insifficient funds
Wallet,2021-02-07 18:56:54,578446,Y,
Wallet,2021-10-11 14:13:42,538159,N,Authentication error
Wallet,2021-05-10 08:00:05,443046,Y,
Wallet,2021-06-23 13:32:02,834448,N,Authentication error
Wallet,2021-01-18 10:52:56,902967,Y,
Card,2021-02-17 13:41:11,773860,Y,
Electronic,2021-01-18 11:51:31,765608,Y,
Electronic,2021-07-12 16:16:41,367389,Y,
Electronic,2021-04-05 17:51:54,818585,N,Gateway error
Card,2021-01-30 13:45:43,653111,Y,
Card,2021-04-26 13:44:59,286127,Y,
Wallet,2021-04-08 12:11:55,601399,Y,
Card,2021-10-22 12:00:30,611731,N,Insufficient funds
Wallet,2021-09-04 10:51:37,77394,N,Insifficient funds
Electronic,2021-01-24 09:55:41,581414,Y,
Card,2021-01-02 11:49:02,262368,Y,
Electronic,2021-04-16 20:24:41,54266,Y,
Card,2021-05-04 08:05:20,154537,Y,
Card,2021-06-06 12:33:24,114664,N,Insufficient funds
Wallet,2021-03-26 18:53:55,462839,N,Authentication error
Electronic,2021-02-18 14:29:17,826463,Y,
Electronic,2021-02-27 18:49:58,130654,Y,
Card,2021-07-08 16:49:38,838311,N,Gateway error
Card,2021-12-03 20:47:47,357368,N,CVV
Electronic,2021-01-19 17:46:43,298016,N,Gateway error
Electronic,2021-01-08 16:44:23,821143,N,Gateway error
Card,2021-08-24 10:07:05,300214,N,CVV
Wallet,2021-05-05 13:19:13,628269,Y,
Electronic,2021-04-10 13:10:12,549473,Y,
Card,2021-01-02 10:30:10,393675,N,Insufficient funds
Card,2021-07-22 20:22:34,771176,Y,
Card,2021-05-28 15:01:19,273945,N,Gateway error
Wallet,2021-08-06 19:31:09,710264,N,Insifficient funds
Electronic,2021-03-19 18:17:37,164041,Y,
Card,2021-08-06 18:41:36,305061,Y,
Wallet,2021-07-27 10:42:41,160152,Y,
Electronic,2021-08-28 14:29:06,641375,N,Authentication error
Wallet,2021-07-03 14:41:36,933461,N,Gateway error
Electronic,2021-02-11 14:49:12,812660,Y,
Wallet,2021-03-03 13:33:29,711772,N,Gateway error
Electronic,2021-01-11 16:16:58,435469,Y,
Electronic,2021-09-27 19:41:17,522061,N,Gateway error
Wallet,2021-11-27 15:56:05,298649,N,Authentication error
Wallet,2021-04-07 14:08:24,679112,Y,
Electronic,2021-08-05 13:20:37,354577,N,Gateway error
Card,2021-01-06 13:59:26,59779,N,Declined by merchant
Electronic,2021-03-19 14:18:27,745394,Y,
Wallet,2021-04-05 16:13:00,911577,Y,
Electronic,2021-05-18 15:22:20,635768,Y,
Electronic,2021-04-09 16:35:38,728097,N,Authentication error
Electronic,2021-02-25 15:57:25,381196,N,Gateway error
Electronic,2021-11-03 13:09:03,20931,Y,
Electronic,2021-08-26 08:01:42,606700,N,Gateway error
Wallet,2021-03-30 12:53:58,846746,Y,
Card,2021-10-17 08:31:24,570668,N,Insufficient funds
Electronic,2021-09-21 15:29:58,575897,N,Gateway error
Wallet,2021-01-17 08:29:33,992469,N,Gateway error
Card,2021-04-18 08:24:16,556529,N,Declined by merchant
Card,2021-09-29 16:39:40,123882,Y,
Card,2021-05-21 16:35:56,728358,Y,
Wallet,2021-06-27 19:12:09,108871,Y,
Card,2021-07-09 09:56:09,250830,Y,
Electronic,2021-05-29 10:29:26,704539,Y,
Card,2021-06-08 19:11:43,965295,Y,
Wallet,2021-06-27 19:59:29,484023,N,Authentication error
Card,2021-12-15 17:32:56,278774,N,Insufficient funds
Wallet,2021-04-01 20:40:22,677636,N,Gateway error
Electronic,2021-02-01 11:11:10,53546,N,Gateway error
Electronic,2021-02-16 19:34:38,461317,N,Authentication error
Wallet,2021-03-20 18:59:48,904523,Y,
Wallet,2021-02-23 19:44:50,89990,Y,
Electronic,2021-11-18 18:26:58,449720,Y,
Wallet,2021-12-13 15:18:08,954117,Y,
Electronic,2021-05-26 17:13:59,552306,Y,
Card,2021-06-24 19:59:21,6604,Y,
Wallet,2021-07-20 15:16:51,954990,Y,
Wallet,2021-03-12 16:19:45,571719,N,Gateway error
Wallet,2021-05-12 20:32:35,622374,Y,
Wallet,2021-07-14 09:15:15,881477,Y,
Electronic,2021-08-28 14:27:49,700360,N,Authentication error
Card,2021-05-25 15:29:58,388404,N,Insufficient funds
Wallet,2021-03-15 17:05:08,489048,N,Authentication error
Wallet,2021-06-07 08:14:05,722504,Y,
Electronic,2021-04-20 14:19:20,406827,Y,
Card,2021-01-10 20:06:59,953517,N,Insufficient funds
Card,2021-06-09 13:17:41,633210,N,Declined by merchant
Electronic,2021-02-04 12:49:16,314936,Y,
Electronic,2021-08-10 10:27:04,541440,Y,
Card,2021-11-05 13:41:11,72027,Y,
Wallet,2021-03-11 13:44:08,95609,N,Insifficient funds
Wallet,2021-02-25 15:12:37,617057,N,Gateway error
Wallet,2021-09-21 13:02:07,220776,Y,
Card,2021-08-14 20:20:27,513021,N,Declined by merchant
Wallet,2021-06-15 18:09:17,777967,N,Gateway error
Electronic,2021-12-22 20:30:23,76278,Y,
Electronic,2021-04-12 18:54:33,825336,N,Authentication error
Electronic,2021-04-14 08:09:12,478984,N,Authentication error
Wallet,2021-01-05 20:03:37,150725,N,Insifficient funds
Electronic,2021-06-02 15:02:29,776031,N,Authentication error
Electronic,2021-02-26 16:54:44,368632,Y,
Card,2021-10-22 16:37:02,994404,N,Declined by merchant
Card,2021-01-30 18:39:31,529133,Y,
Wallet,2021-03-23 14:27:43,566639,N,Insifficient funds
Wallet,2021-10-21 14:14:00,83981,N,Authentication error
Wallet,2021-08-14 11:59:55,85944,N,Gateway error
Electronic,2021-03-12 16:47:35,902058,N,Authentication error
Electronic,2021-12-21 16:18:58,103108,Y,
Card,2021-06-08 16:15:06,342456,Y,
Card,2021-02-06 09:45:26,742992,N,Insufficient funds
Card,2021-09-24 20:06:00,525455,Y,
Wallet,2021-08-17 14:29:12,772834,N,Gateway error
Card,2021-09-27 08:50:18,90091,Y,
Wallet,2021-04-23 14:20:14,992633,N,Insifficient funds
Card,2021-10-12 14:06:19,239023,Y,
Card,2021-02-24 17:57:58,97526,Y,
Card,2021-07-24 18:21:17,294405,N,CVV
Card,2021-07-21 11:34:41,383392,N,Insufficient funds
Wallet,2021-01-22 19:28:42,21932,Y,
Electronic,2021-02-19 10:20:01,998171,Y,
Electronic,2021-08-10 09:15:34,301518,Y,
Card,2021-12-04 11:21:38,13912,N,Gateway error
Electronic,2021-03-30 17:05:15,695821,Y,
Electronic,2021-03-16 13:38:20,15692,Y,
Wallet,2021-01-05 10:32:41,175738,Y,
Electronic,2021-02-07 09:34:33,71700,N,Authentication error
Wallet,2021-11-21 11:16:02,137889,Y,
Card,2021-02-15 11:05:48,400845,Y,
Electronic,2021-05-10 16:43:43,406934,N,Gateway error
Card,2021-12-23 14:16:12,356626,N,Declined by merchant
Wallet,2021-05-03 18:15:03,824623,Y,
Wallet,2021-05-06 16:02:31,427050,N,Authentication error
Wallet,2021-01-27 14:24:10,634827,N,Authentication error
Electronic,2021-10-23 18:10:19,187308,Y,
Electronic,2021-12-01 08:53:45,10743,Y,
Card,2021-08-14 11:45:50,339682,Y,
Electronic,2021-11-17 10:43:07,520948,Y,
Electronic,2021-09-28 11:42:27,181629,N,Authentication error
Wallet,2021-10-20 19:03:58,267807,Y,
Wallet,2021-02-28 15:48:39,59105,N,Insifficient funds
Electronic,2021-10-08 09:19:35,716566,N,Gateway error
Electronic,2021-01-25 17:56:09,311186,N,Gateway error
Wallet,2021-12-19 18:43:29,104570,N,Gateway error
Card,2021-01-24 13:02:53,771723,N,CVV
Wallet,2021-10-30 16:10:15,852885,N,Insifficient funds
Card,2021-11-27 20:14:04,499059,Y,
Electronic,2021-03-08 09:05:27,667020,N,Authentication error
Electronic,2021-12-10 17:15:06,412708,Y,
Electronic,2021-11-12 14:28:38,880439,Y,
Electronic,2021-08-10 11:24:46,906762,N,Gateway error
Card,2021-10-03 17:07:40,262595,N,Gateway error
Wallet,2021-11-22 19:06:27,905312,N,Insifficient funds
Wallet,2021-11-27 12:12:48,205399,N,Gateway error
Electronic,2021-08-10 12:10:39,417453,Y,
Card,2021-01-29 12:52:22,963347,N,Gateway error
Electronic,2021-02-03 12:42:29,163544,N,Authentication error
Electronic,2021-11-26 18:06:00,808917,N,Authentication error
Wallet,2021-02-16 13:14:33,761665,N,Gateway error
Electronic,2021-11-22 18:31:11,495631,Y,
Wallet,2021-12-09 15:20:26,565046,N,Gateway error
Card,2021-01-26 18:26:42,457321,Y,
Electronic,2021-01-27 18:30:26,381063,N,Gateway error
Wallet,2021-08-29 19:19:16,220407,Y,
Card,2021-01-04 20:35:21,764727,Y,
Wallet,2021-07-18 09:34:38,73819,N,Authentication error
Card,2021-02-20 17:43:24,225890,Y,
Electronic,2021-07-10 20:37:40,515975,Y,
Electronic,2021-12-17 08:53:59,941369,Y,
Electronic,2021-05-04 13:30:07,339076,N,Gateway error
Electronic,2021-10-16 17:31:52,540805,N,Authentication error
Wallet,2021-06-21 15:32:29,38207,N,Gateway error
Electronic,2021-09-29 19:16:25,943897,Y,
Wallet,2021-07-03 17:53:50,431271,Y,
Wallet,2021-06-30 19:21:37,799307,N,Insifficient funds
Electronic,2021-06-14 16:12:37,415361,N,Authentication error
Electronic,2021-03-22 11:19:25,629312,N,Gateway error
Card,2021-08-13 17:34:24,177628,Y,
Card,2021-01-03 13:19:01,591209,Y,
Wallet,2021-04-22 13:00:13,103123,N,Insifficient funds
Wallet,2021-04-18 14:40:41,360447,N,Authentication error
Card,2021-08-25 20:32:20,1467,Y,
Electronic,2021-04-27 12:21:09,455945,N,Gateway error
Electronic,2021-05-25 17:22:32,389705,N,Authentication error
Card,2021-12-19 16:25:54,877935,N,Insufficient funds
Card,2021-08-20 09:04:46,621021,Y,
Wallet,2021-02-11 13:43:14,59535,Y,
Card,2021-03-05 19:49:45,515789,Y,
Electronic,2021-11-25 08:49:16,810626,Y,
Card,2021-12-04 16:31:00,704399,Y,
Electronic,2021-07-26 10:07:11,758718,Y,
Electronic,2021-05-29 18:37:14,699473,N,Authentication error
Electronic,2021-08-17 09:10:36,939941,Y,
Wallet,2021-11-25 17:44:33,262396,Y,
Card,2021-11-29 09:25:04,548323,N,Gateway error
Electronic,2021-04-03 16:33:09,257987,N,Gateway error
Electronic,2021-10-13 20:42:13,324896,N,Gateway error
Card,2021-08-10 20:07:56,140256,Y,
Wallet,2021-01-22 15:28:41,58288,Y,
Card,2021-02-05 17:54:59,920459,N,CVV
Electronic,2021-09-13 14:44:35,333522,N,Authentication error
Electronic,2021-11-13 12:00:41,87991,Y,
Card,2021-01-30 08:06:36,463966,Y,
Card,2021-01-21 17:21:40,932665,Y,
Wallet,2021-02-18 12:29:44,683832,N,Authentication error
Electronic,2021-07-24 10:37:54,91061,Y,
Wallet,2021-06-24 16:08:57,154469,Y,
Card,2021-09-20 08:18:37,4345,N,Declined by merchant
Card,2021-03-13 18:58:41,357065,Y,
Wallet,2021-07-15 09:02:32,585139,N,Authentication error
Card,2021-02-24 12:59:08,911925,N,Insufficient funds
Card,2021-02-27 08:20:46,446020,Y,
Electronic,2021-01-19 10:21:46,780012,Y,
Electronic,2021-10-07 08:30:19,205854,Y,
Card,2021-06-11 16:14:39,265560,N,Declined by merchant
Electronic,2021-04-07 19:41:10,849769,N,Authentication error
Card,2021-04-15 16:12:37,648900,Y,
Wallet,2021-09-23 15:25:13,455516,Y,
Card,2021-04-19 19:19:00,38760,Y,
Electronic,2021-12-11 13:15:51,682679,N,Authentication error
Wallet,2021-06-27 10:42:45,664261,N,Insifficient funds
Wallet,2021-11-16 18:12:08,988258,N,Authentication error
Electronic,2021-02-05 19:14:34,329056,Y,
Wallet,2021-12-07 10:24:25,302745,Y,
Wallet,2021-09-01 10:50:57,358861,N,Insifficient funds
Electronic,2021-01-17 09:12:25,891947,N,Gateway error
Electronic,2021-08-05 19:20:30,55122,N,Authentication error
Card,2021-10-26 19:24:15,486574,N,CVV
Electronic,2021-08-22 16:29:35,532545,Y,
Card,2021-07-19 12:49:47,728659,N,Declined by merchant
Electronic,2021-05-17 16:20:55,86418,N,Authentication error
Card,2021-09-11 09:33:44,742353,N,Insufficient funds
Electronic,2021-04-22 19:54:59,150053,N,Authentication error
Card,2021-12-27 17:08:25,47076,Y,
Wallet,2021-06-19 12:42:00,960416,Y,
Wallet,2021-03-30 18:23:03,715737,N,Authentication error
Card,2021-02-26 11:13:42,853833,N,Gateway error
Card,2021-01-16 12:41:09,982700,Y,
Card,2021-10-10 16:39:36,416515,Y,
Electronic,2021-10-05 17:08:08,850987,N,Authentication error
Card,2021-02-20 19:17:22,289097,N,Insufficient funds
Card,2021-11-04 19:20:45,803297,Y,
Electronic,2021-02-26 09:07:37,345709,Y,
Wallet,2021-03-12 12:50:57,74766,N,Insifficient funds
Card,2021-07-16 11:29:44,537285,N,Gateway error
Electronic,2021-09-17 10:36:36,178039,Y,
Wallet,2021-10-26 13:56:06,403859,N,Authentication error
Electronic,2021-01-20 20:22:49,596969,N,Gateway error
Card,2021-02-06 09:46:50,668630,Y,
Card,2021-06-16 11:53:41,614586,N,Insufficient funds
Electronic,2021-05-25 08:02:31,205391,Y,
Electronic,2021-05-17 19:26:20,975193,Y,
Electronic,2021-09-17 15:54:16,34815,Y,
Wallet,2021-05-22 08:28:51,486747,N,Authentication error
Electronic,2021-12-14 13:25:46,227046,Y,
Wallet,2021-10-11 16:49:33,765705,Y,
Wallet,2021-04-24 13:18:51,705936,Y,
Card,2021-10-04 11:41:44,935412,Y,
Wallet,2021-11-06 15:21:43,715385,N,Insifficient funds
Electronic,2021-10-19 11:01:00,384039,N,Authentication error
Electronic,2021-11-02 08:44:26,327514,N,Gateway error
Card,2021-05-24 19:47:39,149996,Y,
Card,2021-02-11 17:28:09,911753,N,CVV
Card,2021-08-16 14:35:36,696193,Y,
Electronic,2021-09-10 10:55:47,814656,Y,
Card,2021-10-16 17:04:34,296711,Y,
Electronic,2021-02-07 18:03:12,956515,N,Gateway error
Wallet,2021-04-25 12:54:03,750233,Y,
Electronic,2021-09-09 13:15:31,730304,N,Gateway error
Card,2021-05-14 13:43:46,107377,N,Insufficient funds
Electronic,2021-08-02 10:12:54,765722,N,Authentication error
Card,2021-03-28 17:17:10,615110,N,CVV
Card,2021-02-13 13:42:27,353498,N,Insufficient funds
Card,2021-09-11 13:35:09,523134,Y,
Wallet,2021-05-11 08:14:02,717750,N,Authentication error
Card,2021-08-29 15:30:56,108218,Y,
Card,2021-06-25 13:58:42,725438,Y,
Card,2021-01-24 10:22:37,755329,N,Declined by merchant
Card,2021-02-23 17:02:25,783594,Y,
Card,2021-05-07 09:58:26,872583,N,Declined by merchant
Electronic,2021-04-18 14:13:54,635735,N,Gateway error
Wallet,2021-09-22 12:20:33,310271,N,Insifficient funds
Wallet,2021-04-03 13:44:53,122308,Y,
Card,2021-07-08 12:50:25,957295,Y,
Electronic,2021-07-05 11:26:38,666365,Y,
Card,2021-06-05 13:26:12,868336,Y,
Wallet,2021-10-23 11:49:03,857727,Y,
Electronic,2021-05-07 12:53:52,363011,Y,
Card,2021-08-25 14:53:02,460245,Y,
Card,2021-01-16 20:34:44,112777,N,Gateway error
Electronic,2021-12-13 20:33:27,622957,Y,
Wallet,2021-11-04 09:36:01,677611,N,Authentication error
Electronic,2021-03-05 12:42:21,572351,N,Gateway error
Electronic,2021-05-27 20:11:27,464183,N,Authentication error
Card,2021-01-05 16:56:53,338371,Y,
Wallet,2021-09-28 19:44:32,866478,N,Gateway error
Wallet,2021-02-20 18:13:08,160319,Y,
Card,2021-08-03 11:53:45,779636,Y,
Card,2021-08-05 14:55:21,489266,N,Gateway error
Card,2021-12-17 10:29:32,305130,Y,
Electronic,2021-03-29 12:23:40,49018,Y,
Wallet,2021-01-29 15:52:31,371668,N,Authentication error
Electronic,2021-08-30 08:34:38,292242,Y,
Electronic,2021-12-18 20:40:15,877816,Y,
Card,2021-12-04 19:22:37,872629,N,Insufficient funds
Card,2021-10-21 08:45:03,499815,N,Gateway error
Electronic,2021-04-30 18:16:42,345889,Y,
Electronic,2021-01-04 17:36:53,840472,N,Authentication error
Wallet,2021-02-19 20:08:11,726070,Y,
Electronic,2021-11-14 12:08:56,81477,Y,
Card,2021-05-11 18:04:12,57962,Y,
Electronic,2021-10-10 14:42:35,85018,Y,
Electronic,2021-07-25 10:17:43,204337,Y,
Electronic,2021-04-21 18:20:13,430984,N,Gateway error
Wallet,2021-09-11 18:17:37,657478,N,Insifficient funds
Electronic,2021-05-07 09:04:06,876790,N,Gateway error
Electronic,2021-12-14 11:17:06,444419,Y,
Electronic,2021-12-23 09:33:09,616677,Y,
Card,2021-09-09 10:04:10,580161,N,Declined by merchant
Card,2021-07-22 16:28:33,446588,Y,
Wallet,2021-03-30 10:38:27,842991,N,Authentication error
Card,2021-12-20 19:16:32,279458,N,Gateway error
Wallet,2021-11-22 17:28:52,68349,Y,
Wallet,2021-07-25 20:41:27,425260,Y,
Wallet,2021-12-05 20:15:03,969729,Y,
Card,2021-06-11 11:21:22,919109,Y,
Card,2021-08-26 13:31:10,584324,N,Declined by merchant
Card,2021-01-14 12:34:46,336526,Y,
Wallet,2021-05-30 10:26:11,576253,N,Insifficient funds
Card,2021-04-04 10:22:12,418143,Y,
Wallet,2021-02-16 18:49:16,549681,Y,
Wallet,2021-01-08 15:45:17,37594,N,Gateway error
Card,2021-01-01 17:18:57,491787,N,CVV
Card,2021-12-02 11:15:36,880996,Y,
Card,2021-11-28 16:07:06,655755,N,Declined by merchant
Card,2021-10-28 13:42:45,347460,N,Gateway error
Card,2021-06-03 18:49:12,948658,Y,
Wallet,2021-06-20 12:58:28,461074,Y,
Card,2021-11-09 09:01:47,631052,Y,
Card,2021-05-29 08:40:11,280554,Y,
Wallet,2021-05-21 11:20:00,521588,N,Insifficient funds
Wallet,2021-05-05 16:29:15,359347,Y,
Wallet,2021-08-05 14:44:09,182700,N,Gateway error
Wallet,2021-08-28 18:05:04,540652,Y,
Card,2021-08-12 10:29:15,423841,Y,
Card,2021-07-12 16:07:12,695783,N,Gateway error
Wallet,2021-06-21 18:07:03,42773,N,Gateway error
Electronic,2021-07-14 09:38:33,12424,Y,
Wallet,2021-07-20 20:06:43,766432,N,Insifficient funds
Electronic,2021-11-27 08:52:00,684684,Y,
Card,2021-04-19 10:11:32,92412,Y,
Wallet,2021-09-09 17:06:25,830423,Y,
Wallet,2021-03-14 16:14:28,826046,N,Authentication error
Electronic,2021-07-01 16:36:03,801411,Y,
Card,2021-11-26 19:21:49,760999,N,Gateway error
Wallet,2021-11-29 09:14:49,754911,Y,
Card,2021-09-25 19:47:17,314076,N,Gateway error
Electronic,2021-02-25 11:32:50,159307,Y,
Electronic,2021-03-26 17:19:59,565322,N,Gateway error
Electronic,2021-08-13 15:06:08,946827,N,Gateway error
Card,2021-05-13 16:28:09,447613,Y,
Electronic,2021-01-07 10:08:34,667190,Y,
Electronic,2021-07-14 14:59:05,904131,Y,
Electronic,2021-02-19 10:14:34,294670,N,Authentication error
Card,2021-08-18 11:33:28,394345,N,CVV
Electronic,2021-11-08 12:34:59,688831,N,Gateway error
Wallet,2021-05-09 11:46:23,146535,N,Authentication error
Electronic,2021-07-03 12:30:55,298914,Y,
Electronic,2021-12-08 10:18:11,533614,Y,
Card,2021-03-14 13:25:03,544983,Y,
Wallet,2021-02-03 13:04:38,110191,Y,
Wallet,2021-04-05 09:14:44,137379,Y,
