id, payment type, payment trans id, payment trans success, failure reason
11399, Card, 23819, Y, 
11400, Cash, 11052, Y, 
11401, Card, 86893, N, Invalid zip code
11402, Electronic, 51000, N, Account locked
11403, Internet Banking, 20992, N, Account locked
11404, Cash, 37325, Y, 
11405, Electronic, 11813, Y, 
11406, Card, 89316, N, Invalid zip code
11407, Gift card, 14667, Y, 
11408, Electronic, 29355, Y, 
11409, Electronic, 58624, Y, 
11410, Cash, 12389, N, Insufficent funds
11411, Cash, 41627, Y, 
11412, Card, 17251, Y, 
11413, Internet Banking, 58583, N, Account locked
11414, Internet Banking, 64198, N, Account locked
11415, Gift card, 73755, Y, 
11416, Electronic, 81924, Y, 
11417, Internet Banking, 51180, Y, 
11418, Card, 78169, Y, 
11419, Internet Banking, 69402, Y, 
11420, Internet Banking, 95954, Y, 
11421, Gift card, 24459, Y, 
11422, Internet Banking, 63320, Y, 
11423, Electronic, 98475, Y, 
11424, Electronic, 78647, Y, 
11425, Internet Banking, 90349, Y, 
11426, Card, 89762, Y, 
11427, Cash, 65517, Y, 
11428, Card, 53084, Y, 
11429, Cash, 96984, Y, 
11430, Card, 42548, Y, 
11431, Cash, 66314, Y, 
11432, Electronic, 53841, Y, 
11433, Cash, 91303, Y, 
11434, Cash, 39973, N, Insufficent funds
11435, Internet Banking, 50207, Y, 
11436, Electronic, 33636, Y, 
11437, Gift card, 63608, Y, 
11438, Cash, 34448, Y, 
11439, Card, 37275, Y, 
11440, Gift card, 66070, Y, 
11441, Card, 76104, Y, 
11442, Electronic, 10885, Y, 
11443, Cash, 52840, Y, 
11444, Electronic, 18839, Y, 
11445, Cash, 27256, Y, 
11446, Electronic, 34043, Y, 
11447, Gift card, 15484, N, Insufficent funds
11448, Card, 71243, N, Invalid CVV
11449, Card, 73176, Y, 
11450, Gift card, 59135, Y, 
11451, Cash, 72040, Y, 
11452, Electronic, 93418, Y, 
11453, Cash, 64511, Y, 
11454, Electronic, 86878, N, Account locked
11455, Gift card, 46531, N, Insufficent funds
11456, Card, 43083, Y, 
11457, Internet Banking, 96331, Y, 
11458, Internet Banking, 22739, N, Account locked
11459, Cash, 90964, Y, 
11460, Cash, 74408, Y, 
11461, Gift card, 92410, N, Insufficent funds
11462, Internet Banking, 97606, Y, 
11463, Internet Banking, 95071, Y, 
11464, Gift card, 32353, Y, 
11465, Electronic, 43972, Y, 
11466, Cash, 79772, N, Insufficent funds
11467, Internet Banking, 34844, N, Account locked
11468, Cash, 94712, Y, 
11469, Gift card, 62153, Y, 
11470, Cash, 22284, Y, 
11471, Card, 93000, Y, 
11472, Electronic, 52776, Y, 
11473, Electronic, 29200, Y, 
11474, Card, 85230, N, Invalid CVV
11475, Card, 79812, N, Invalid zip code
11476, Electronic, 83993, N, Account locked
11477, Cash, 38223, Y, 
11478, Electronic, 47600, N, Account locked
11479, Card, 22555, Y, 
11480, Electronic, 95477, N, Account locked
11481, Internet Banking, 53318, Y, 
11482, Card, 11623, Y, 
11483, Electronic, 38112, Y, 
11484, Card, 80831, Y, 
11485, Internet Banking, 61040, Y, 
11486, Cash, 73484, N, Insufficent funds
11487, Internet Banking, 88977, Y, 
11488, Gift card, 82781, Y, 
11489, Electronic, 42148, Y, 
11490, Electronic, 10999, Y, 
11491, Gift card, 16081, Y, 
11492, Electronic, 43284, Y, 
11493, Gift card, 39225, N, Insufficent funds
11494, Cash, 78001, Y, 
11495, Card, 61773, Y, 
11496, Card, 16937, Y, 
11497, Electronic, 48955, N, Account locked
11498, Gift card, 34387, Y, 
11499, Cash, 66391, N, Insufficent funds
11500, Cash, 70121, Y, 
11501, Card, 38391, Y, 
11502, Cash, 23440, Y, 
11503, Card, 66325, Y, 
11504, Cash, 23181, Y, 
11505, Cash, 27104, Y, 
11506, Internet Banking, 41350, Y, 
11507, Electronic, 10328, Y, 
11508, Card, 27555, N, Invalid CVV
11509, Cash, 74644, Y, 
11510, Electronic, 86134, Y, 
11511, Card, 22927, Y, 
11512, Card, 12387, Y, 
11513, Internet Banking, 39662, Y, 
11514, Cash, 39451, Y, 
11515, Electronic, 91593, Y, 
11516, Cash, 94864, Y, 
11517, Internet Banking, 41176, Y, 
11518, Electronic, 72023, Y, 
11519, Electronic, 10463, Y, 
11520, Cash, 99042, Y, 
11521, Internet Banking, 62384, Y, 
11522, Gift card, 62753, Y, 
11523, Card, 12286, Y, 
11524, Cash, 56294, Y, 
11525, Electronic, 64996, Y, 
11526, Gift card, 52936, Y, 
11527, Electronic, 42561, Y, 
11528, Cash, 88377, N, Insufficent funds
11529, Electronic, 60340, Y, 
11530, Internet Banking, 26356, Y, 
11531, Electronic, 47801, Y, 
11532, Card, 62924, N, Invalid zip code
11533, Card, 50069, N, Invalid CVV
11534, Internet Banking, 52342, N, Account locked
11535, Gift card, 49536, Y, 
11536, Card, 89955, Y, 
11537, Card, 26396, Y, 
11538, Internet Banking, 40293, Y, 
11539, Electronic, 34146, Y, 
11540, Internet Banking, 85890, Y, 
11541, Electronic, 83286, Y, 
11542, Card, 39288, Y, 
11543, Electronic, 26079, Y, 
11544, Cash, 95930, Y, 
11545, Card, 56485, Y, 
11546, Electronic, 84181, Y, 
11547, Internet Banking, 57864, Y, 
11548, Card, 24805, N, Invalid card number
11549, Gift card, 38564, Y, 
11550, Internet Banking, 66178, Y, 
11551, Electronic, 62251, Y, 
11552, Card, 93285, N, Invalid CVV
11553, Cash, 97639, Y, 
11554, Electronic, 78515, N, Account locked
11555, Gift card, 49860, Y, 
11556, Internet Banking, 66319, Y, 
11557, Card, 83557, N, Invalid card number
11558, Cash, 48445, N, Insufficent funds
11559, Internet Banking, 34837, Y, 
11560, Electronic, 77016, Y, 
11561, Electronic, 95903, Y, 
11562, Card, 52819, Y, 
11563, Internet Banking, 83508, N, Account locked
11564, Cash, 49982, N, Insufficent funds
11565, Gift card, 91673, Y, 
11566, Gift card, 99868, Y, 
11567, Gift card, 60509, Y, 
11568, Electronic, 19381, Y, 
11569, Internet Banking, 48672, Y, 
11570, Cash, 70920, Y, 
11571, Electronic, 45142, Y, 
11572, Gift card, 63694, Y, 
11573, Card, 37571, Y, 
11574, Gift card, 49605, Y, 
11575, Cash, 83028, Y, 
11576, Card, 56290, Y, 
11577, Card, 58322, Y, 
11578, Internet Banking, 89943, Y, 
11579, Internet Banking, 96711, N, Account locked
11580, Electronic, 94087, Y, 
11581, Card, 67697, Y, 
11582, Internet Banking, 62997, N, Account locked
11583, Gift card, 53559, Y, 
11584, Cash, 96251, N, Insufficent funds
11585, Gift card, 35208, Y, 
11586, Electronic, 88788, Y, 
11587, Electronic, 93420, Y, 
11588, Gift card, 13274, Y, 
11589, Internet Banking, 43424, Y, 
11590, Cash, 60901, Y, 
11591, Cash, 35046, Y, 
11592, Cash, 47057, Y, 
11593, Internet Banking, 80864, Y, 
11594, Gift card, 97645, Y, 
11595, Cash, 60708, Y, 
11596, Card, 71285, Y, 
11597, Cash, 36433, Y, 
11598, Gift card, 44543, Y, 
11599, Gift card, 16308, Y, 
11600, Internet Banking, 43712, Y, 
11601, Gift card, 64789, Y, 
11602, Internet Banking, 39503, Y, 
11603, Electronic, 45249, Y, 
11604, Gift card, 86513, Y, 
11605, Cash, 37906, N, Insufficent funds
11606, Electronic, 86243, Y, 
11607, Card, 70163, Y, 
11608, Card, 20165, Y, 
11609, Gift card, 79599, N, Insufficent funds
11610, Cash, 92342, Y, 
11611, Internet Banking, 61079, Y, 
11612, Gift card, 47212, Y, 
11613, Internet Banking, 82036, Y, 
11614, Internet Banking, 10889, Y, 
11615, Card, 96952, Y, 
11616, Electronic, 54000, Y, 
11617, Electronic, 99162, Y, 
11618, Internet Banking, 92697, Y, 
11619, Cash, 31185, Y, 
11620, Internet Banking, 27546, Y, 
11621, Electronic, 91230, N, Account locked
11622, Internet Banking, 82052, Y, 
11623, Cash, 58847, N, Insufficent funds
11624, Cash, 46906, Y, 
11625, Internet Banking, 71940, Y, 
11626, Cash, 51158, Y, 
11627, Card, 34356, Y, 
11628, Cash, 31794, Y, 
11629, Cash, 27558, Y, 
11630, Gift card, 47844, Y, 
11631, Electronic, 90798, Y, 
11632, Electronic, 13666, N, Account locked
11633, Gift card, 49189, Y, 
11634, Internet Banking, 77535, Y, 
11635, Internet Banking, 45277, Y, 
11636, Internet Banking, 73864, Y, 
11637, Cash, 46565, N, Insufficent funds
11638, Internet Banking, 63450, N, Account locked
11639, Electronic, 26032, Y, 
11640, Internet Banking, 81062, Y, 
11641, Cash, 86875, Y, 
11642, Electronic, 91575, Y, 
11643, Gift card, 17430, N, Insufficent funds
11644, Card, 68480, Y, 
11645, Gift card, 24973, Y, 
11646, Gift card, 47998, Y, 
11647, Gift card, 82775, Y, 
11648, Internet Banking, 22411, Y, 
11649, Electronic, 27535, Y, 
11650, Gift card, 59916, N, Insufficent funds
11651, Internet Banking, 82792, Y, 
11652, Cash, 23457, Y, 
11653, Cash, 18220, Y, 
11654, Cash, 17589, Y, 
11655, Card, 79591, Y, 
11656, Electronic, 79570, Y, 
11657, Gift card, 27567, Y, 
11658, Gift card, 67869, N, Insufficent funds
11659, Cash, 36186, N, Insufficent funds
11660, Electronic, 66160, N, Account locked
11661, Electronic, 75246, N, Account locked
11662, Card, 81450, Y, 
11663, Electronic, 54881, Y, 
11664, Internet Banking, 95042, N, Account locked
11665, Internet Banking, 37527, Y, 
11666, Electronic, 43721, Y, 
11667, Gift card, 10973, Y, 
11668, Gift card, 29909, Y, 
11669, Card, 11328, Y, 
11670, Cash, 68043, Y, 
11671, Card, 76219, Y, 
11672, Electronic, 20420, Y, 
11673, Electronic, 41483, Y, 
11674, Electronic, 93822, Y, 
11675, Internet Banking, 94297, Y, 
11676, Card, 52993, N, Invalid zip code
11677, Electronic, 86681, N, Account locked
11678, Card, 57149, Y, 
11679, Gift card, 14142, Y, 
11680, Card, 25675, N, Invalid card number
11681, Cash, 94109, Y, 
11682, Gift card, 36802, Y, 
11683, Electronic, 22738, N, Account locked
11684, Electronic, 29324, N, Account locked
11685, Card, 94743, Y, 
11686, Internet Banking, 36706, N, Account locked
11687, Card, 18420, Y, 
11688, Cash, 76126, N, Insufficent funds
11689, Electronic, 18442, Y, 
11690, Card, 42853, Y, 
11691, Electronic, 44491, N, Account locked
11692, Electronic, 11889, Y, 
11693, Electronic, 17179, Y, 
11694, Card, 93339, N, Invalid zip code
11695, Gift card, 35101, Y, 
11696, Cash, 74594, N, Insufficent funds
11697, Internet Banking, 56786, Y, 
11698, Card, 45477, Y, 
11699, Card, 33460, Y, 
11700, Cash, 47763, Y, 
11701, Internet Banking, 64406, N, Account locked
11702, Electronic, 66616, Y, 
11703, Cash, 50706, Y, 
11704, Cash, 84042, Y, 
11705, Gift card, 25635, Y, 
11706, Card, 27342, Y, 
11707, Card, 62918, N, Invalid CVV
11708, Internet Banking, 49640, N, Account locked
11709, Internet Banking, 92060, Y, 
11710, Card, 40933, Y, 
11711, Cash, 95912, Y, 
11712, Card, 75046, Y, 
11713, Cash, 14387, N, Insufficent funds
11714, Card, 86370, N, Invalid CVV
11715, Gift card, 58575, Y, 
11716, Internet Banking, 34122, Y, 
11717, Electronic, 31729, N, Account locked
11718, Electronic, 52825, N, Account locked
11719, Electronic, 92620, Y, 
11720, Gift card, 25370, Y, 
11721, Electronic, 10240, Y, 
11722, Internet Banking, 35645, Y, 
11723, Internet Banking, 26504, Y, 
11724, Internet Banking, 82214, Y, 
11725, Card, 87174, Y, 
11726, Cash, 38763, Y, 
11727, Internet Banking, 25994, Y, 
11728, Internet Banking, 28134, Y, 
11729, Cash, 59678, Y, 
11730, Card, 50787, N, Invalid zip code
11731, Card, 77211, Y, 
11732, Card, 96282, Y, 
11733, Gift card, 40479, Y, 
11734, Card, 75156, Y, 
11735, Cash, 71909, Y, 
11736, Internet Banking, 39929, Y, 
11737, Gift card, 16663, Y, 
11738, Card, 18565, N, Invalid card number
11739, Gift card, 57662, Y, 
11740, Cash, 31708, N, Insufficent funds
11741, Cash, 14236, N, Insufficent funds
11742, Internet Banking, 67866, Y, 
11743, Electronic, 10105, Y, 
11744, Card, 32959, Y, 
11745, Electronic, 17279, Y, 
11746, Cash, 71717, Y, 
11747, Card, 40676, Y, 
11748, Card, 65180, Y, 
11749, Card, 53155, Y, 
11750, Gift card, 59918, N, Insufficent funds
11751, Electronic, 61420, N, Account locked
11752, Card, 98063, Y, 
11753, Cash, 21289, Y, 
11754, Internet Banking, 74857, Y, 
11755, Card, 90028, Y, 
11756, Electronic, 52378, N, Account locked
11757, Electronic, 42369, N, Account locked
11758, Cash, 93900, Y, 
11759, Internet Banking, 84813, Y, 
11760, Gift card, 78288, Y, 
11761, Gift card, 65879, Y, 
11762, Electronic, 68749, Y, 
11763, Cash, 39500, Y, 
11764, Gift card, 17004, Y, 
11765, Gift card, 81711, N, Insufficent funds
11766, Electronic, 79200, Y, 
11767, Electronic, 92137, Y, 
11768, Card, 95881, Y, 
11769, Cash, 59859, N, Insufficent funds
11770, Card, 75635, Y, 
11771, Cash, 48324, Y, 
11772, Internet Banking, 94153, Y, 
11773, Internet Banking, 78311, N, Account locked
11774, Internet Banking, 13867, Y, 
11775, Cash, 39860, Y, 
11776, Gift card, 75987, Y, 
11777, Electronic, 85020, N, Account locked
11778, Card, 59354, Y, 
11779, Electronic, 72594, N, Account locked
11780, Internet Banking, 43185, Y, 
11781, Electronic, 59156, Y, 
11782, Cash, 97889, Y, 
11783, Internet Banking, 62959, N, Account locked
11784, Cash, 28231, Y, 
11785, Internet Banking, 53991, Y, 
11786, Internet Banking, 80684, Y, 
11787, Electronic, 68859, N, Account locked
11788, Cash, 29297, Y, 
11789, Card, 29369, Y, 
11790, Internet Banking, 57780, N, Account locked
11791, Gift card, 77140, Y, 
11792, Internet Banking, 48336, Y, 
11793, Electronic, 99346, N, Account locked
11794, Internet Banking, 67227, N, Account locked
11795, Card, 56431, Y, 
11796, Card, 70728, Y, 
11797, Card, 33628, Y, 
11798, Gift card, 59679, Y, 
11799, Internet Banking, 38268, Y, 
11800, Cash, 79888, Y, 
11801, Gift card, 74233, Y, 
11802, Card, 30307, N, Invalid CVV
11803, Electronic, 21707, Y, 
11804, Gift card, 91530, Y, 
11805, Gift card, 36173, Y, 
11806, Card, 33922, Y, 
11807, Card, 15896, Y, 
11808, Card, 55882, Y, 
11809, Gift card, 24270, Y, 
11810, Gift card, 25500, Y, 
11811, Internet Banking, 69466, Y, 
11812, Card, 38254, Y, 
11813, Cash, 16917, Y, 
11814, Gift card, 62133, Y, 
11815, Card, 13202, Y, 
11816, Internet Banking, 62515, Y, 
11817, Electronic, 23107, N, Account locked
11818, Gift card, 89381, Y, 
11819, Gift card, 32871, Y, 
11820, Internet Banking, 31192, Y, 
11821, Gift card, 11219, Y, 
11822, Internet Banking, 20760, Y, 
11823, Gift card, 17804, Y, 
11824, Internet Banking, 73909, N, Account locked
11825, Electronic, 38662, Y, 
11826, Internet Banking, 73391, Y, 
11827, Card, 31627, N, Invalid card number
11828, Cash, 17185, Y, 
11829, Card, 51938, Y, 
11830, Gift card, 84424, Y, 
11831, Card, 58041, N, Invalid zip code
11832, Internet Banking, 67354, Y, 
11833, Cash, 37090, N, Insufficent funds
11834, Electronic, 25565, Y, 
11835, Cash, 66003, Y, 
11836, Card, 65241, Y, 
11837, Internet Banking, 38365, N, Account locked
11838, Card, 37445, Y, 
11839, Gift card, 92067, Y, 
11840, Card, 93444, N, Invalid card number
11841, Card, 46061, Y, 
11842, Internet Banking, 48953, N, Account locked
11843, Electronic, 81558, Y, 
11844, Card, 11580, Y, 
11845, Card, 83846, Y, 
11846, Cash, 43897, N, Insufficent funds
11847, Internet Banking, 74157, Y, 
11848, Cash, 27150, Y, 
11849, Card, 51562, Y, 
11850, Internet Banking, 85811, Y, 
11851, Gift card, 92076, Y, 
11852, Gift card, 52901, Y, 
11853, Gift card, 92454, N, Insufficent funds
11854, Cash, 41112, N, Insufficent funds
11855, Card, 20154, Y, 
11856, Cash, 65362, Y, 
11857, Gift card, 15622, Y, 
11858, Electronic, 58113, N, Account locked
11859, Internet Banking, 55884, N, Account locked
11860, Card, 41407, Y, 
11861, Cash, 26093, N, Insufficent funds
11862, Card, 76798, Y, 
11863, Cash, 91922, N, Insufficent funds
11864, Cash, 44458, Y, 
11865, Gift card, 23812, Y, 
11866, Cash, 84046, Y, 
11867, Internet Banking, 52493, N, Account locked
11868, Electronic, 41758, N, Account locked
11869, Cash, 65405, N, Insufficent funds
11870, Card, 11115, N, Invalid zip code
11871, Internet Banking, 72822, Y, 
11872, Internet Banking, 95390, Y, 
11873, Electronic, 67553, Y, 
11874, Internet Banking, 81326, Y, 
11875, Cash, 13193, Y, 
11876, Cash, 75961, N, Insufficent funds
11877, Internet Banking, 11119, N, Account locked
11878, Cash, 51752, Y, 
11879, Electronic, 12412, Y, 
11880, Electronic, 48478, N, Account locked
11881, Cash, 49486, Y, 
11882, Gift card, 97255, Y, 
11883, Card, 57650, Y, 
11884, Card, 77909, N, Invalid zip code
11885, Gift card, 26337, Y, 
11886, Internet Banking, 11026, Y, 
11887, Cash, 23890, Y, 
11888, Cash, 47899, Y, 
11889, Electronic, 31709, Y, 
11890, Electronic, 71662, Y, 
11891, Cash, 65124, Y, 
11892, Card, 11368, N, Invalid card number
11893, Gift card, 69246, Y, 
11894, Gift card, 44424, Y, 
11895, Gift card, 27972, Y, 
11896, Gift card, 76867, N, Insufficent funds
11897, Electronic, 10325, Y, 
11898, Internet Banking, 33717, Y, 
11899, Electronic, 94216, Y, 
11900, Cash, 14312, Y, 
11901, Internet Banking, 79111, N, Account locked
11902, Cash, 26705, Y, 
11903, Cash, 93614, Y, 
11904, Internet Banking, 27482, Y, 
11905, Cash, 57249, N, Insufficent funds
11906, Internet Banking, 57841, N, Account locked
11907, Cash, 63091, Y, 
11908, Card, 43826, Y, 
11909, Gift card, 10084, Y, 
11910, Electronic, 89633, Y, 
11911, Cash, 48693, Y, 
11912, Card, 99671, Y, 
11913, Gift card, 41256, Y, 
11914, Electronic, 52096, N, Account locked
11915, Gift card, 71433, Y, 
11916, Electronic, 70378, N, Account locked
11917, Cash, 78973, Y, 
11918, Cash, 42047, Y, 
11919, Electronic, 75882, Y, 
11920, Card, 47378, Y, 
11921, Cash, 51531, N, Insufficent funds
11922, Internet Banking, 79373, Y, 
11923, Card, 33183, Y, 
11924, Card, 82434, Y, 
11925, Internet Banking, 13034, N, Account locked
11926, Cash, 56584, Y, 
11927, Cash, 50139, N, Insufficent funds
11928, Cash, 69869, Y, 
11929, Electronic, 11880, Y, 
11930, Card, 35314, N, Invalid CVV
11931, Card, 54042, Y, 
11932, Card, 17530, Y, 
11933, Electronic, 23689, Y, 
11934, Electronic, 58859, Y, 
11935, Cash, 90181, Y, 
11936, Internet Banking, 78784, Y, 
11937, Electronic, 92165, Y, 
11938, Electronic, 27120, Y, 
11939, Electronic, 73524, N, Account locked
11940, Internet Banking, 65356, Y, 
11941, Internet Banking, 10022, Y, 
11942, Gift card, 58170, Y, 
11943, Internet Banking, 77384, Y, 
11944, Card, 81296, Y, 
11945, Internet Banking, 44523, N, Account locked
11946, Internet Banking, 93086, Y, 
11947, Card, 41799, Y, 
11948, Cash, 22252, Y, 
11949, Internet Banking, 82262, Y, 
11950, Gift card, 46800, N, Insufficent funds
11951, Electronic, 38794, Y, 
11952, Electronic, 50651, Y, 
11953, Card, 97233, Y, 
11954, Electronic, 62836, Y, 
11955, Electronic, 59471, Y, 
11956, Electronic, 46282, Y, 
11957, Cash, 34117, Y, 
11958, Cash, 30103, Y, 
11959, Internet Banking, 39637, N, Account locked
11960, Internet Banking, 53822, Y, 
11961, Electronic, 44981, Y, 
11962, Electronic, 56391, N, Account locked
11963, Gift card, 45521, Y, 
11964, Electronic, 38786, Y, 
11965, Gift card, 98919, Y, 
11966, Gift card, 53498, N, Insufficent funds
11967, Electronic, 78844, N, Account locked
11968, Cash, 85328, Y, 
11969, Internet Banking, 29440, N, Account locked
11970, Card, 78319, Y, 
11971, Internet Banking, 51468, Y, 
11972, Gift card, 30522, N, Insufficent funds
11973, Gift card, 79533, Y, 
11974, Card, 88312, Y, 
11975, Card, 15083, N, Invalid zip code
11976, Cash, 22371, Y, 
11977, Cash, 44680, Y, 
11978, Cash, 63747, N, Insufficent funds
11979, Cash, 58563, Y, 
11980, Cash, 80655, Y, 
11981, Cash, 53594, Y, 
11982, Card, 42949, Y, 
11983, Internet Banking, 39785, N, Account locked
11984, Electronic, 55804, Y, 
11985, Card, 52678, N, Invalid zip code
11986, Gift card, 92005, Y, 
11987, Internet Banking, 22904, Y, 
11988, Internet Banking, 88551, Y, 
11989, Cash, 90525, Y, 
11990, Cash, 29764, Y, 
11991, Card, 87152, Y, 
11992, Electronic, 94381, Y, 
11993, Gift card, 96135, Y, 
11994, Electronic, 98187, N, Account locked
11995, Electronic, 70241, N, Account locked
11996, Cash, 98336, Y, 
11997, Card, 75395, Y, 
11998, Electronic, 27088, Y, 
11999, Card, 79970, Y, 
12000, Internet Banking, 98749, Y, 
12001, Gift card, 20326, N, Insufficent funds
12002, Card, 89479, Y, 
12003, Card, 51985, Y, 
12004, Electronic, 87962, Y, 
12005, Card, 45565, Y, 
12006, Gift card, 27038, Y, 
12007, Internet Banking, 44898, Y, 
12008, Gift card, 19703, Y, 
12009, Cash, 27957, N, Insufficent funds
12010, Internet Banking, 89140, Y, 
12011, Cash, 46310, Y, 
12012, Gift card, 41889, Y, 
12013, Cash, 46944, Y, 
12014, Card, 74111, Y, 
12015, Electronic, 88357, Y, 
12016, Cash, 74929, Y, 
12017, Card, 62492, Y, 
12018, Cash, 48412, Y, 
12019, Card, 89856, N, Invalid CVV
12020, Internet Banking, 38000, Y, 
12021, Electronic, 35707, Y, 
12022, Internet Banking, 18985, Y, 
12023, Gift card, 89979, Y, 
12024, Card, 54282, N, Invalid zip code
12025, Electronic, 37328, Y, 
12026, Card, 49607, Y, 
12027, Card, 60255, Y, 
12028, Electronic, 99861, Y, 
12029, Cash, 13138, Y, 
12030, Gift card, 20562, Y, 
12031, Electronic, 65259, Y, 
12032, Gift card, 88483, N, Insufficent funds
12033, Cash, 13756, Y, 
12034, Internet Banking, 73121, N, Account locked
12035, Card, 51942, N, Invalid card number
12036, Card, 80917, N, Invalid zip code
12037, Electronic, 95077, Y, 
12038, Internet Banking, 96971, Y, 
12039, Card, 25206, Y, 
12040, Gift card, 57937, Y, 
12041, Electronic, 19589, Y, 
12042, Card, 70039, Y, 
12043, Cash, 31517, N, Insufficent funds
12044, Gift card, 75659, Y, 
12045, Gift card, 52734, Y, 
12046, Gift card, 44708, Y, 
12047, Cash, 88999, N, Insufficent funds
12048, Gift card, 30085, Y, 
12049, Gift card, 14177, Y, 
12050, Electronic, 83204, Y, 
12051, Electronic, 64981, Y, 
12052, Cash, 97911, Y, 
12053, Cash, 16319, Y, 
12054, Internet Banking, 70549, Y, 
12055, Cash, 89514, Y, 
12056, Internet Banking, 12442, Y, 
12057, Internet Banking, 51062, Y, 
12058, Gift card, 90766, Y, 
12059, Card, 70400, Y, 
12060, Cash, 13912, Y, 
12061, Internet Banking, 11593, N, Account locked
12062, Gift card, 82084, Y, 
12063, Gift card, 83284, Y, 
12064, Electronic, 31993, Y, 
12065, Gift card, 25857, Y, 
12066, Internet Banking, 25471, Y, 
12067, Gift card, 16292, Y, 
12068, Cash, 90515, Y, 
12069, Card, 64423, Y, 
12070, Card, 30926, Y, 
12071, Cash, 18572, Y, 
12072, Card, 57611, Y, 
12073, Cash, 54496, Y, 
12074, Electronic, 80109, N, Account locked
12075, Gift card, 73815, Y, 
12076, Gift card, 27815, Y, 
12077, Gift card, 65834, Y, 
12078, Gift card, 95697, Y, 
12079, Cash, 33329, Y, 
12080, Gift card, 48726, N, Insufficent funds
12081, Internet Banking, 88855, N, Account locked
12082, Gift card, 84002, Y, 
12083, Gift card, 53490, Y, 
12084, Electronic, 49579, Y, 
12085, Cash, 81942, Y, 
12086, Electronic, 53587, Y, 
12087, Cash, 70115, Y, 
12088, Cash, 50792, Y, 
12089, Internet Banking, 83175, Y, 
12090, Cash, 34006, Y, 
12091, Card, 16116, Y, 
12092, Electronic, 32583, Y, 
12093, Electronic, 91084, Y, 
12094, Card, 60319, Y, 
12095, Card, 24436, Y, 
12096, Gift card, 42828, Y, 
12097, Electronic, 75190, Y, 
12098, Electronic, 15326, N, Account locked
12099, Electronic, 47461, Y, 
12100, Electronic, 86181, N, Account locked
12101, Electronic, 45787, Y, 
12102, Gift card, 10009, Y, 
12103, Internet Banking, 63658, N, Account locked
12104, Gift card, 37773, Y, 
12105, Gift card, 33486, Y, 
12106, Gift card, 85732, Y, 
12107, Electronic, 80094, Y, 
12108, Cash, 38129, Y, 
12109, Electronic, 47927, Y, 
12110, Gift card, 66735, Y, 
12111, Gift card, 49138, Y, 
12112, Cash, 58325, Y, 
12113, Electronic, 10385, N, Account locked
12114, Gift card, 22179, N, Insufficent funds
12115, Electronic, 30627, Y, 
12116, Card, 72073, N, Invalid CVV
12117, Internet Banking, 80500, Y, 
12118, Gift card, 26989, Y, 
12119, Electronic, 50534, Y, 
12120, Card, 88885, N, Invalid zip code
12121, Internet Banking, 50823, Y, 
12122, Gift card, 28548, Y, 
12123, Internet Banking, 99207, Y, 
12124, Internet Banking, 75069, Y, 
12125, Cash, 67651, Y, 
12126, Cash, 40172, N, Insufficent funds
12127, Gift card, 18260, N, Insufficent funds
12128, Gift card, 97811, N, Insufficent funds
12129, Internet Banking, 69478, N, Account locked
12130, Gift card, 80748, N, Insufficent funds
12131, Gift card, 95714, N, Insufficent funds
12132, Card, 88723, N, Invalid zip code
12133, Card, 96046, Y, 
12134, Internet Banking, 47648, N, Account locked
12135, Electronic, 69483, Y, 
12136, Card, 53352, Y, 
12137, Internet Banking, 62376, Y, 
12138, Card, 57819, Y, 
12139, Card, 40073, Y, 
12140, Gift card, 33499, N, Insufficent funds
12141, Gift card, 28273, Y, 
12142, Cash, 36256, Y, 
12143, Electronic, 23810, Y, 
12144, Gift card, 24269, Y, 
12145, Card, 79824, N, Invalid zip code
12146, Cash, 43282, Y, 
12147, Cash, 19498, Y, 
12148, Gift card, 91092, Y, 
12149, Card, 84934, Y, 
12150, Cash, 78423, Y, 
12151, Internet Banking, 85563, Y, 
12152, Internet Banking, 83289, Y, 
12153, Card, 70313, Y, 
12154, Card, 59962, Y, 
12155, Card, 81109, N, Invalid CVV
12156, Electronic, 24711, Y, 
12157, Card, 55852, Y, 
12158, Gift card, 14091, Y, 
12159, Card, 34813, Y, 
12160, Electronic, 92079, Y, 
12161, Internet Banking, 26239, N, Account locked
12162, Electronic, 82945, Y, 
12163, Cash, 29610, N, Insufficent funds
12164, Card, 60579, Y, 
12165, Card, 26305, Y, 
12166, Gift card, 44948, Y, 
12167, Cash, 78679, Y, 
12168, Internet Banking, 77215, N, Account locked
12169, Internet Banking, 88196, Y, 
12170, Electronic, 39626, Y, 
12171, Cash, 48489, Y, 
12172, Card, 52788, Y, 
12173, Cash, 88362, Y, 
12174, Card, 46008, N, Invalid CVV
12175, Gift card, 95274, Y, 
12176, Electronic, 12906, Y, 
12177, Gift card, 34705, N, Insufficent funds
12178, Electronic, 40380, Y, 
12179, Electronic, 20354, N, Account locked
12180, Card, 28965, Y, 
12181, Cash, 48807, N, Insufficent funds
12182, Card, 33775, Y, 
12183, Cash, 76959, Y, 
12184, Cash, 88839, Y, 
12185, Card, 58018, Y, 
12186, Gift card, 89763, Y, 
12187, Cash, 20871, N, Insufficent funds
12188, Internet Banking, 89608, Y, 
12189, Internet Banking, 56937, N, Account locked
12190, Cash, 43821, Y, 
12191, Gift card, 51830, N, Insufficent funds
12192, Cash, 82270, Y, 
12193, Card, 91263, Y, 
